sample_id,defense,defense_params,adv_file,defended_file,target_enroll_file,threshold,similarity_after_attack,similarity_after_defense,accepted_after_attack,accepted_after_defense,attack_success_after_defense,defense_success,defense_time_sec
vf_ea54843f0264,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_ea54843f0264/adversarial/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0051_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_ea54843f0264_roi_first.png,samples/0.005/vf_ea54843f0264/target_enroll/Tony_Blair_0051.jpg,0.47966246581077576,0.4593991,0.04777862,False,False,False,False,0.0166
vf_7d3bb72dda48,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_7d3bb72dda48/adversarial/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_7d3bb72dda48_roi_first.png,samples/0.005/vf_7d3bb72dda48/target_enroll/Colin_Powell_0218.jpg,0.47966246581077576,0.52593017,0.41027501,True,False,False,True,0.0021
vf_b5633cd5a05d,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_b5633cd5a05d/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_b5633cd5a05d_roi_first.png,samples/0.005/vf_b5633cd5a05d/target_enroll/George_W_Bush_0391.jpg,0.47966246581077576,0.69783604,0.46712482,True,False,False,True,0.0018
vf_4321f23cd7aa,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_4321f23cd7aa/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_4321f23cd7aa_roi_first.png,samples/0.005/vf_4321f23cd7aa/target_enroll/Junichiro_Koizumi_0047.jpg,0.47966246581077576,0.46160468,0.05074601,False,False,False,False,0.0019
vf_de3be2e27d53,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_de3be2e27d53/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_de3be2e27d53_roi_first.png,samples/0.005/vf_de3be2e27d53/target_enroll/Jean_Chretien_0050.jpg,0.47966246581077576,0.47983536,0.5158177,True,True,True,False,0.0019
vf_090fcb274067,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_090fcb274067/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_090fcb274067_roi_first.png,samples/0.005/vf_090fcb274067/target_enroll/Colin_Powell_0179.jpg,0.47966246581077576,0.50400639,0.51179731,True,True,True,False,0.002
vf_72be6e8889a8,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_72be6e8889a8/adversarial/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_72be6e8889a8_roi_first.png,samples/0.005/vf_72be6e8889a8/target_enroll/Tony_Blair_0088.jpg,0.47966246581077576,0.53382748,0.24341926,True,False,False,True,0.0019
vf_3229b831cddf,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_3229b831cddf/adversarial/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_3229b831cddf_roi_first.png,samples/0.005/vf_3229b831cddf/target_enroll/John_Ashcroft_0006.jpg,0.47966246581077576,0.48770806,0.07163906,True,False,False,True,0.002
vf_c5bf893fcfcd,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_c5bf893fcfcd/adversarial/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_c5bf893fcfcd_roi_first.png,samples/0.005/vf_c5bf893fcfcd/target_enroll/Junichiro_Koizumi_0040.jpg,0.47966246581077576,0.47344941,0.17108439,False,False,False,False,0.0018
vf_c4edf24d3517,roi_first,"{""morph_kernel"": 5}",samples/0.005/vf_c4edf24d3517/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/roi_first/images/vf_c4edf24d3517_roi_first.png,samples/0.005/vf_c4edf24d3517/target_enroll/Hugo_Chavez_0032.jpg,0.47966246581077576,0.46921083,0.12567744,False,False,False,False,0.0018
